id,bulk_id,spalen,date1,value,price,mean_sq,mean_fl,month,month_cnt,Класс объекта,Количество помещений,Огорожена территория,Площадь земельного участка,Входные группы,Детский сад,Школа,Поликлиника,ФОК,Спортивная площадка,Автомойка,Кладовые,Колясочные,Кондиционирование,Вентлияция,Лифт,Система мусоротведения,Видеонаблюдение,Подземная парковка,Двор без машин,Машиномест,Площадь пром. зоны в радиусе 500 м,Площадь зеленой зоны в радиусе 500 м,До Кремля,До ТТК(км),До Садового(км),До большой дороги на машине(км),До удобной авторазвязки на машине(км),До метро пешком(км),До промки(км),До парка(км),До парка пешком(км),Станций метро от кольца,Площадь двора,Курс,Cтавка по ипотеке,Вклады до 1 года,Вклады от 1 года до 3 лет,Вклады свыше 3 лет
1,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-10-01,1412.3,128492.419825,58.01,9,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,57.698052399999995,10.04,5.74,5.94,6.03
2,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-10-01,345.0,158237.634409,22.58,10,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,57.698052399999995,10.04,5.74,5.94,6.03
3,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-10-01,769.4,123250.0,78.81,8,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,57.698052399999995,10.04,5.74,5.94,6.03
4,FF3814A9-9F7D-E711-8530-00505688958B,1,2017-11-01,526.7,139420.634921,37.93,9,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.9265524,9.87,5.17,7.07,6.2
5,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-11-01,1385.7,132136.99059600002,58.0,9,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.9265524,9.87,5.17,7.07,6.2
6,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-11-01,91.0,163102.631579,22.88,10,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.9265524,9.87,5.17,7.07,6.2
7,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-11-01,490.4,130635.087719,78.78,8,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.9265524,9.87,5.17,7.07,6.2
8,FF3814A9-9F7D-E711-8530-00505688958B,1,2017-12-01,1209.5,145131.649832,37.93,9,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.5738545,9.73,5.31,6.28,5.89
9,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-12-01,869.6,136454.915254,57.83,9,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.5738545,9.73,5.31,6.28,5.89
10,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-12-01,198.1,167735.616438,22.85,10,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.5738545,9.73,5.31,6.28,5.89
11,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-12-01,411.4,132329.52380999998,79.4,8,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,58.5738545,9.73,5.31,6.28,5.89
12,FF3814A9-9F7D-E711-8530-00505688958B,1,2018-01-01,986.4,144998.473282,37.96,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,56.4981,9.74,5.62,6.64,6.05
13,FF3814A9-9F7D-E711-8530-00505688958B,2,2018-01-01,1336.9,136632.733813,57.82,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,56.4981,9.74,5.62,6.64,6.05
14,FF3814A9-9F7D-E711-8530-00505688958B,0,2018-01-01,146.9,167385.483871,22.94,11,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,56.4981,9.74,5.62,6.64,6.05
15,FF3814A9-9F7D-E711-8530-00505688958B,3,2018-01-01,616.0,132593.0,79.25,8,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357.0,25533.0,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8.0,7640.0,56.4981,9.74,5.62,6.64,6.05
16,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-08-01,992.3,158492.105263,90.16,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772.0,160510.0,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4.0,8587.0,65.4229905,13.43,8.61,8.49,6.82
17,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-08-01,924.5,176049.333333,57.87,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772.0,160510.0,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4.0,8587.0,65.4229905,13.43,8.61,8.49,6.82
18,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-08-01,532.7,187111.47540999998,36.98,12,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772.0,160510.0,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4.0,8587.0,65.4229905,13.43,8.61,8.49,6.82
19,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-08-01,93.4,171666.666667,46.54,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740.0,156205.0,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4.0,8587.0,65.4229905,13.43,8.61,8.49,6.82
