id,value
0,238.1019287109375
1,359.23876953125
2,139.88131713867188
3,227.43287658691406
4,238.1019287109375
5,359.23876953125
6,133.78436279296875
7,227.43287658691406
8,236.51693725585938
9,359.23876953125
10,126.81845092773438
11,227.43287658691406
12,225.8647918701172
13,144.1769561767578
14,47.13505935668945
15,149.67034912109375
16,59.691463470458984
17,59.691463470458984
18,59.691463470458984
19,303.58929443359375
20,145.53602600097656
21,167.25881958007812
22,276.36798095703125
23,167.25881958007812
24,293.53466796875
25,113.16793060302734
26,194.97259521484375
27,183.69166564941406
28,171.08901977539062
29,333.70037841796875
30,186.9267578125
31,339.66253662109375
32,181.00424194335938
33,233.50881958007812
34,139.91534423828125
35,138.75787353515625
36,221.640380859375
37,152.80429077148438
38,59.159942626953125
39,151.95794677734375
40,252.9889678955078
41,145.61447143554688
42,151.55465698242188
43,261.6680908203125
44,143.14620971679688
45,303.58929443359375
46,167.25881958007812
47,303.58929443359375
48,167.25881958007812
49,265.17852783203125
50,113.16793060302734
51,194.97259521484375
52,171.08901977539062
53,186.1902313232422
54,333.70037841796875
55,186.9267578125
56,339.66253662109375
57,74.26812744140625
58,233.50881958007812
59,139.18360900878906
60,138.75787353515625
61,152.80429077148438
62,221.640380859375
63,59.159942626953125
64,324.59478759765625
65,193.4685516357422
66,73.57865905761719
67,190.0751190185547
68,169.95123291015625
69,334.58953857421875
70,192.79473876953125
71,196.18817138671875
72,72.37659454345703
73,151.55465698242188
74,252.9889678955078
75,145.61447143554688
76,151.55465698242188
77,261.6680908203125
78,143.14620971679688
79,141.91224670410156
80,303.58929443359375
81,167.25881958007812
82,297.75360107421875
83,167.25881958007812
84,293.53466796875
85,194.97259521484375
86,183.6596221923828
87,160.6980743408203
88,333.70037841796875
89,186.9267578125
90,339.66253662109375
91,233.50881958007812
92,139.18360900878906
93,152.80429077148438
94,137.03033447265625
95,221.640380859375
96,58.89999771118164
97,324.59478759765625
98,193.4685516357422
99,73.57865905761719
100,190.0751190185547
101,167.4206085205078
102,334.58953857421875
103,196.18817138671875
104,192.79473876953125
105,72.37659454345703
106,151.95794677734375
107,252.9889678955078
108,145.61447143554688
109,151.55465698242188
110,261.6680908203125
111,142.88626098632812
112,261.81317138671875
113,188.92552185058594
114,261.81317138671875
115,188.92552185058594
116,259.47137451171875
117,188.92552185058594
118,202.19410705566406
119,207.0727081298828
120,329.82958984375
121,172.1286163330078
122,22.588199615478516
123,184.0283660888672
124,202.01080322265625
125,209.6102294921875
126,335.1224365234375
127,38.51521682739258
128,32.67201232910156
129,333.26605224609375
130,205.62991333007812
131,183.2934112548828
132,200.00344848632812
133,207.0727081298828
134,329.82958984375
135,172.1286163330078
136,22.588199615478516
137,184.0283660888672
138,207.9786834716797
139,202.01080322265625
140,345.6805419921875
141,38.51521682739258
142,37.413082122802734
143,330.7103271484375
144,198.83816528320312
145,183.2934112548828
146,202.19410705566406
147,207.0727081298828
148,313.2625427246094
149,56.05308151245117
150,22.588199615478516
151,151.29136657714844
152,207.9786834716797
153,209.4248504638672
154,38.51521682739258
155,319.85272216796875
156,320.0041198730469
157,194.15293884277344
158,179.48452758789062
159,31.570980072021484
160,384.008056640625
161,263.4422912597656
162,290.529296875
163,75.02230072021484
164,211.028076171875
165,151.71136474609375
166,152.44102478027344
167,46.25874328613281
168,209.9507293701172
169,148.77163696289062
170,48.640750885009766
171,375.8385009765625
172,246.59193420410156
173,281.8714904785156
174,63.12592315673828
175,209.49583435058594
176,151.71136474609375
177,147.82757568359375
178,36.63605880737305
179,205.4874267578125
180,146.0594940185547
181,366.8829345703125
182,231.3421173095703
183,281.8714904785156
184,37.83690643310547
185,209.49583435058594
186,150.80859375
187,146.17388916015625
188,29.212265014648438
189,205.4874267578125
190,143.51235961914062
191,125.47636413574219
192,182.33981323242188
193,146.61927795410156
194,149.41246032714844
195,201.3572540283203
196,233.46343994140625
197,169.87957763671875
198,247.7950897216797
199,140.47149658203125
200,189.2468719482422
201,104.28629302978516
202,97.49230194091797
203,99.75756072998047
204,140.4536895751953
205,182.33981323242188
206,141.81092834472656
207,149.41246032714844
208,232.02842712402344
209,199.65078735351562
210,168.7041778564453
211,189.2468719482422
212,231.00164794921875
213,109.4342041015625
214,89.46961975097656
215,149.41246032714844
216,85.40902709960938
217,245.5511474609375
218,196.85867309570312
219,78.19742584228516
220,249.99609375
221,171.34054565429688
222,82.4223403930664
223,113.71627044677734
224,145.56117248535156
225,87.67693328857422
226,302.27197265625
227,157.74871826171875
228,57.65017318725586
229,179.64332580566406
230,200.10397338867188
231,159.1865997314453
232,295.3331298828125
233,275.190673828125
234,369.3934326171875
235,90.38768005371094
236,232.70188903808594
237,268.177978515625
238,327.4884338378906
239,78.34579467773438
240,96.10710144042969
241,150.74932861328125
242,362.112060546875
243,205.86199951171875
244,212.40419006347656
245,185.71519470214844
246,67.32435607910156
247,55.79214859008789
248,309.0586242675781
249,205.86199951171875
250,71.13468170166016
251,362.35162353515625
252,220.3709259033203
253,214.438720703125
254,62.796974182128906
255,213.93734741210938
256,361.96478271484375
257,70.94612121582031
258,201.32949829101562
259,113.66072845458984
260,367.96270751953125
261,251.0489959716797
262,172.97320556640625
263,201.32949829101562
264,363.74560546875
265,101.88379669189453
266,160.3116912841797
267,254.33331298828125
268,297.19091796875
269,208.49411010742188
270,63.8914680480957
271,159.1865997314453
272,300.83087158203125
273,204.1147003173828
274,263.5853271484375
275,369.3934326171875
276,70.95896911621094
277,88.33767700195312
278,268.177978515625
279,365.4638671875
280,220.75941467285156
281,70.95214080810547
282,295.1422424316406
283,148.20123291015625
284,257.8523254394531
285,362.112060546875
286,205.86199951171875
287,212.40419006347656
288,185.71519470214844
289,66.02729034423828
290,55.79214859008789
291,309.0586242675781
292,205.86199951171875
293,71.13468170166016
294,369.44390869140625
295,220.3709259033203
296,214.438720703125
297,62.796974182128906
298,135.52247619628906
299,286.4722900390625
300,339.2976989746094
301,70.94612121582031
302,201.32949829101562
303,103.53028106689453
304,367.96270751953125
305,251.0489959716797
306,172.97320556640625
307,201.32949829101562
308,363.74560546875
309,83.50326538085938
310,160.3116912841797
311,250.00897216796875
312,321.33984375
313,86.4534683227539
314,221.11236572265625
315,178.6507568359375
316,218.8413543701172
317,177.86480712890625
318,313.70928955078125
319,72.47144317626953
320,270.1166076660156
321,63.8914680480957
322,157.51443481445312
323,265.8977966308594
324,241.04571533203125
325,70.95896911621094
326,90.65015411376953
327,270.4904479980469
328,365.4638671875
329,78.34579467773438
330,295.1422424316406
331,257.8523254394531
332,359.626220703125
333,205.86199951171875
334,212.40419006347656
335,185.71519470214844
336,59.94668960571289
337,55.79214859008789
338,309.0586242675781
339,205.86199951171875
340,61.403709411621094
341,369.44390869140625
