id,value
12,718.7674866850684
30,649.513396982727
39,77.98433334614468
43,-22.485841788991277
47,38.14677699118972
62,301.25127336383446
71,87.83710507832149
76,310.9578704243298
82,-45.806240804357195
86,303.027715999302
92,-26.766310386659207
103,83.84136530913443
109,311.4325275772277
113,77.93393830260513
114,379.7738875402766
120,358.9410834028404
134,74.34269888195027
136,148.98087921366735
146,141.59288219592145
150,85.14990576329069
160,12.376070827405314
175,237.3792348937299
178,40.66688105517523
191,604.2422863610255
192,280.2448089512477
195,201.1429261072348
203,537.8544828086983
219,392.74867078199105
229,78.67050426940907
238,763.1863771913004
283,62.779286873038544
287,600.7960501191443
295,70.57382861793766
298,806.3842820099272
307,738.1548697586106
348,362.8253955497395
350,192.08182371666828
433,61.35620587692573
446,123.98797576176158
485,90.63199206424646
489,166.3176736007224
493,-18.655134806523055
498,469.7547751099765
507,163.14590008730832
524,50.165614455944564
531,471.7819600609716
563,908.6745042176681
566,677.9003014167014
570,469.1780224214656
582,-34.608603175531236
596,1074.5284103820086
602,398.0543678565665
607,194.7480875503447
615,122.69152827735647
627,155.8715383599716
636,294.1651847219856
644,106.28107588057442
650,739.6573645312291
653,220.45511063144886
657,220.9334713312138
670,111.38866640620088
678,154.32022472666213
679,857.3034022369529
690,227.6832987254175
708,551.8764201188258
718,101.41211284435
720,26.074975197003585
724,1388.123618289198
731,8.243248560139993
741,518.1169747328458
765,108.84219420970847
776,106.14265471239895
779,138.85636138773458
782,103.29303525129143
790,531.5363579710901
802,6.784733581945168
803,598.6841127632141
816,927.7968396670374
820,7.285414506334621
829,-13.760131895322635
837,147.64055377462253
844,354.3332781894602
848,-17.25005813641981
857,-19.138303013064583
859,59.87297057996205
861,56.75478823964898
897,1289.9448021820892
903,274.0490212664928
925,81.17903961021666
941,331.9378817210578
944,307.6514476955017
945,105.14289543419355
949,76.270719361914
971,293.4913131308183
975,355.9432571431318
978,301.536027341657
990,228.9456763682487
991,674.5436943684543
993,45.894049285442904
1029,1759.319430911604
1036,-8.952332679534125
1052,589.3709485702335
1071,-40.66419378451059
1083,2.9686962375220327
1093,303.09149357718684
1094,24.792382681245826
1095,404.07272124309856
1096,233.71919760050423
1112,21.95475613000816
1114,423.6011137032449
1117,643.4608897780236
1152,170.1549095629039
1200,3.0433686073572384
1204,151.06983780341804
1230,2029.2742979819582
1231,802.2524561213049
1234,377.0175159511327
1255,79.49084107855988
1258,280.18978184837147
1260,16.611357907424058
1271,18.324965456564588
1278,133.65761211613793
1288,285.4504049762498
1289,495.2449846102778
1294,407.2611388320048
1319,105.74936431087504
1337,71.30366973219238
1338,67.40873046665
1350,296.12498152098783
1359,177.74224084986514
1361,110.44865278965985
1366,320.8815217405655
1392,218.27742523098394
1413,271.83725209266254
1445,249.792334904585
1448,159.60663247157328
1469,321.0691160261106
1503,266.5931930525908
1505,241.2216126671153
1526,114.05150651411837
1530,625.2424205729022
1534,258.87331301910586
1551,328.1650495480496
1564,3567.8147755686364
1590,1217.4064612977772
1609,135.04495534176482
1612,626.1024913638433
1614,1118.5742320735155
1621,960.7635197848463
1630,127.41442203323548
1647,98.86798648173963
1654,779.4478433664397
1666,40.615838363435174
1675,481.8472262224959
1684,738.4990963947652
1695,69.01076696653764
1700,79.93754275180845
1705,466.14196258103675
1717,63.93592809562391
1722,398.00537668916775
1736,225.17647311834267
1738,682.727639055836
1743,836.0457224868871
1745,549.5532362548129
1769,683.8806754372596
1770,1071.2956945992069
1779,-42.316813712248205
1780,-14.76002289768903
1788,172.51395834741416
1791,1039.2191283645072
1813,426.1114382988588
1818,110.48597851976552
1825,294.2578060919452
1830,236.58763397268507
1831,431.22792529576384
1837,-44.228127525274296
1851,553.4125055070857
1873,863.9195632501377
1874,483.91411470247533
1879,229.48503987364057
1881,676.6003126279388
1892,179.08428749727122
1911,99.06684471981717
1923,27.327659051464686
