id,bulk_id,spalen,date1,value,price,mean_sq,mean_fl,month,month_cnt,Класс объекта,Количество помещений,Огорожена территория,Площадь земельного участка,Входные группы,Детский сад,Школа,Поликлиника,ФОК,Спортивная площадка,Автомойка,Кладовые,Колясочные,Кондиционирование,Вентлияция,Лифт,Система мусоротведения,Видеонаблюдение,Подземная парковка,Двор без машин,Машиномест,Площадь пром. зоны в радиусе 500 м,Площадь зеленой зоны в радиусе 500 м,До Кремля,До ТТК(км),До Садового(км),До большой дороги на машине(км),До удобной авторазвязки на машине(км),До метро пешком(км),До промки(км),До парка(км),До парка пешком(км),Станций метро от кольца,Площадь двора,Курс,Cтавка по ипотеке,Вклады до 1 года,Вклады от 1 года до 3 лет,Вклады свыше 3 лет,mean_sq_spalen,mean_sq*price,spalen*Площадь зеленой зоны в радиусе 500 м,spalen*month_cnt,mean_sq*До удобной авторазвязки на машине(км),Станций метро от кольца*price,value_pred
0,FF3814A9-9F7D-E711-8530-00505688958B,1,2017-10-01,1124.5,135633.913043,38.0,8,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,57.698052399999995,10.04,5.74,5.94,6.03,19.0,5154088.695634,25533,34,64.6,1085071.304344,824.6643657996383
1,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-10-01,1412.3,128492.419825,58.01,9,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,57.698052399999995,10.04,5.74,5.94,6.03,19.336666666666666,7453845.27404825,51066,68,98.617,1027939.3586,1212.3274833025032
2,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-10-01,345.0,158237.634409,22.58,10,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,57.698052399999995,10.04,5.74,5.94,6.03,22.58,3573005.7849552194,0,0,38.386,1265901.075272,290.9655075333666
3,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-10-01,769.4,123250.0,78.81,8,10,34,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,57.698052399999995,10.04,5.74,5.94,6.03,19.7025,9713332.5,76599,102,133.977,986000.0,704.3672474696699
4,FF3814A9-9F7D-E711-8530-00505688958B,1,2017-11-01,526.7,139420.634921,37.93,9,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.9265524,9.87,5.17,7.07,6.2,18.965,5288224.68255353,25533,35,64.48100000000001,1115365.079368,1066.0866031230892
5,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-11-01,1385.7,132136.99059600002,58.0,9,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.9265524,9.87,5.17,7.07,6.2,19.33333333333333,7663945.454568001,51066,70,98.6,1057095.924768,916.20978262179
6,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-11-01,91.0,163102.631579,22.88,10,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.9265524,9.87,5.17,7.07,6.2,22.88,3731788.21052752,0,0,38.896,1304821.052632,215.0262843356756
7,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-11-01,490.4,130635.087719,78.78,8,11,35,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.9265524,9.87,5.17,7.07,6.2,19.695,10291432.21050282,76599,105,133.92600000000002,1045080.701752,496.66713988032916
8,FF3814A9-9F7D-E711-8530-00505688958B,1,2017-12-01,1209.5,145131.649832,37.93,9,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,18.965,5504843.47812776,25533,36,64.48100000000001,1161053.198656,840.1412373867729
9,FF3814A9-9F7D-E711-8530-00505688958B,2,2017-12-01,869.6,136454.915254,57.83,9,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,19.276666666666667,7891187.749138819,51066,72,98.311,1091639.322032,1318.4122568637495
10,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-12-01,198.1,167735.616438,22.85,10,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,22.85,3832758.8356083,0,0,38.845,1341884.931504,314.2280661908603
11,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-12-01,411.4,132329.52380999998,79.4,8,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,19.85,10506964.190514,76599,108,134.98000000000002,1058636.19048,594.6815029091487
12,FF3814A9-9F7D-E711-8530-00505688958B,1,2018-01-01,986.4,144998.473282,37.96,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,18.98,5504142.04578472,25533,37,64.532,1159987.786256,749.6438420435276
13,FF3814A9-9F7D-E711-8530-00505688958B,2,2018-01-01,1336.9,136632.733813,57.82,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,19.273333333333333,7900104.66906766,51066,74,98.294,1093061.870504,1115.2975845998549
14,FF3814A9-9F7D-E711-8530-00505688958B,0,2018-01-01,146.9,167385.483871,22.94,11,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,22.94,3839823.0000007404,0,0,38.99800000000001,1339083.870968,262.959282206261
15,FF3814A9-9F7D-E711-8530-00505688958B,3,2018-01-01,616.0,132593.0,79.25,8,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,19.8125,10507995.25,76599,111,134.725,1060744.0,353.64750386063065
16,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-08-01,992.3,158492.105263,90.16,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,22.54,14289648.21051208,481530,24,622.104,633968.421052,772.3135178535852
17,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-08-01,924.5,176049.333333,57.87,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,19.29,10187974.919980707,321020,16,399.30300000000005,704197.333332,553.6198405850404
18,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-08-01,532.7,187111.47540999998,36.98,12,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,18.49,6919382.3606618,160510,8,255.162,748445.9016399999,281.58991846715753
19,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-08-01,93.4,171666.666667,46.54,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,23.27,7989366.66668218,156205,8,325.78,686666.666668,248.4228834858431
20,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-08-01,599.0,164138.020833,63.31,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,21.10333333333333,10391578.09893723,312410,16,443.17,656552.083332,569.6829539345815
21,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-08-01,655.4,151322.916667,93.55,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,23.3875,14156258.85419785,468615,24,654.85,605291.666668,351.91123970650636
22,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-08-01,179.0,202708.333333,22.35,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,22.35,4530531.24999255,0,0,156.45000000000005,810833.333332,62.31108046837889
23,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-09-01,914.6,160021.875,90.12,11,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,22.53,14421171.375,481530,27,621.8280000000002,640087.5,809.9547767982276
24,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-09-01,901.4,179718.181818,58.76,11,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,19.586666666666666,10560240.36362568,321020,18,405.444,718872.727272,591.1117425516597
25,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-09-01,174.8,190520.512821,37.73,13,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,18.865,7188338.94873633,160510,9,260.337,762082.051284,411.3612167593083
26,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-09-01,93.4,171714.285714,46.51,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,23.255,7986431.428558139,156205,9,325.57,686857.142856,241.6891827535558
27,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-09-01,345.2,164461.309524,63.85,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,21.28333333333333,10500854.6131074,312410,18,446.95,657845.238096,502.4616501116263
28,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-09-01,374.8,153825.0,93.53,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,23.3825,14387252.25,468615,27,654.71,615300.0,512.9472724795376
29,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-09-01,22.4,218357.14285700003,22.34,15,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,22.34,4878098.57142538,0,0,156.38,873428.5714280001,82.06963907503862
30,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-10-01,260.8,160686.538462,89.86,10,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,22.465,14439292.34619532,481530,30,620.034,642746.153848,722.49241271735
31,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-10-01,484.5,179861.11111099995,63.44,11,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,21.146666666666665,11410388.888881834,321020,20,437.736,719444.4444439998,523.8395407966516
32,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-10-01,230.6,192535.135135,36.91,13,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,18.455,7106471.837832849,160510,10,254.679,770140.54054,297.69476443675524
33,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-10-01,46.2,171676.47058800005,46.5,12,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,23.25,7982955.882342002,156205,10,325.5,686705.8823520002,59.348769701155376
